,artist,track,time,genre,date entered,date peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking
2691,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,9,40.0
2692,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,9,45.0
2694,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,9,42.0
2695,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,9,45.0
2696,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,9,56.0
2697,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,9,47.0
2698,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,43.0,9,63.0
2699,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,9,44.0
2700,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,9,51.0
2701,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,9,45.0
2702,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,45.0,9,49.0
2703,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,9,45.0,9,100.0
2704,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,47.0,9,65.0
2705,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,9,54.0
2706,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,9,49.0
2707,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,48.0,9,48.0
2708,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,9,60.0
2709,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,9,58.0
2710,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,49.0,9,81.0
2712,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,9,61.0
2713,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,9,65.0
2714,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,51.0,9,55.0
2715,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,9,55.0
2716,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,9,61.0
2717,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,51.0,9,53.0
2719,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,9,54.0
2720,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,9,54.0
2721,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,52.0,9,82.0
2722,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,9,54.0
2723,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,13,53.0,9,61.0
2724,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,15,54.0,9,55.0
2725,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,15,54.0,9,69.0
2726,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,14,54.0,9,57.0
2727,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,12,54.0,9,68.0
2729,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,9,62.0
2730,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,9,74.0
2731,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,56.0,9,57.0
2732,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,56.0,9,67.0
2733,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,56.0,9,58.0
2734,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,9,57.0,9,82.0
2735,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,9,66.0
2736,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,9,57.0
2737,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,15,57.0,9,71.0
2738,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,14,57.0,9,60.0
2739,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,14,57.0,9,78.0
2740,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,14,58.0,9,58.0
2741,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,9,61.0
2742,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,10,58.0,9,89.0
2743,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,16,59.0,9,63.0
2744,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,9,78.0
2746,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,13,60.0,9,60.0
2748,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,10,60.0,9,90.0
2751,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,12,62.0,9,81.0
2753,M2M,Mirror Mirror,3:19,Pop,2000-04-01,2000-05-27,18,62.0,9,62.0
2754,Kumbia Kings,U Don't Love Me,3:50,R&B,2000-03-04,2000-03-18,10,62.0,9,89.0
2755,Joe,Treat Her Like A Lady,4:12,Rock,2000-08-05,2000-08-19,17,63.0,9,72.0
2756,"Blige, Mary J.",Deep Inside,5:26,Rock,1999-11-13,2000-01-22,15,63.0,9,65.0
2757,"Price, Kelly",You Should've Told Me,3:12,Rock,2000-09-23,2000-12-02,20,64.0,9,70.0
2758,Changing Faces,That Other Woman,4:00,Rock,2000-09-30,2000-10-28,11,64.0,9,75.0
2759,"Wright, Chely",It Was,3:51,R&B,2000-03-04,2000-04-15,10,64.0,9,85.0
2760,Limp Bizkit,Rollin',4:04,Rock,2000-11-11,2000-12-09,17,65.0,9,74.0
2761,Hot Boys,I Need A Hot Girl,4:16,Rap,2000-02-19,2000-03-11,13,65.0,9,79.0
2762,Jay-Z,Do It Again (Put Ya Hands Up),3:47,Rap,2000-01-15,2000-01-29,9,65.0,9,95.0
2763,"Adkins, Trace",More,3:05,Country,2000-04-29,2000-06-17,11,65.0,9,73.0
2764,"Dixie Chicks, The",Cold Day In July,5:12,Country,2000-06-24,2000-08-05,10,65.0,9,84.0
2766,DMX,What's My Name,3:50,Rap,2000-01-15,2000-02-12,11,67.0,9,90.0
2770,Red Hot Chili Peppers,Californication,5:21,Rock,2000-07-29,2000-10-14,19,69.0,9,85.0
2771,Third Eye Blind,Deep Inside Of You,4:10,Rock,2000-09-02,2000-10-07,12,69.0,9,90.0
2773,"Offspring, The",Original Prankster,3:42,Rock,2000-11-25,2000-12-09,9,70.0,9,92.0
2774,"Anthony, Marc",My Baby You,3:59,Latin,2000-09-16,2000-10-07,20,70.0,9,76.0
2775,"Houston, Whitney","Same Script, Different Cast",4:45,Rock,2000-06-17,2000-07-15,9,70.0,9,91.0
2777,"Kravitz, Lenny",I Belong To You,4:17,Rock,2000-03-25,2000-04-08,9,71.0,9,93.0
2778,"Loveless, Patty",That's The Kind Of Mood I'm In,3:27,Country,2000-09-16,2000-11-18,14,71.0,9,73.0
2780,"Rimes, LeAnn",Can't Fight The Moonlight,3:33,Country,2000-09-09,2000-09-16,20,71.0,9,83.0
2781,Lil Wayne,Tha Block Is Hot,4:13,Rap,1999-12-04,2000-01-08,11,72.0,9,86.0
2784,Drama,"Left, Right, Left",3:37,Rap,2000-02-12,2000-03-18,13,73.0,9,91.0
2785,Limp Bizkit,N 2 Gether Now,3:55,Rock,1999-12-04,2000-01-08,11,73.0,9,90.0
2787,Ying Yang Twins,Whistle While You Twurk,4:19,Rap,2000-03-18,2000-04-29,14,74.0,9,85.0
2788,"Walker, Clay","Live, Laugh, Love",4:06,Country,1999-12-04,2000-01-22,11,74.0,9,79.0
2789,Metallica,No Leaf Clover (Live),5:43,Rock,2000-02-12,2000-03-11,10,74.0,9,95.0
2792,Big Punisher,It's So Hard,3:25,Rap,2000-04-22,2000-05-06,15,75.0,9,78.0
2793,"Worley, Darryl",When You Need My Love,3:35,Country,2000-06-17,2000-09-02,15,75.0,9,80.0
2794,Lil' Kim,How Many Licks?,3:50,Rap,2000-11-25,2000-12-02,9,75.0,9,96.0
2797,"Cagle, Chris",My Love Goes On And On,3:02,Country,2000-10-21,2000-12-02,11,76.0,9,79.0
2799,Metallica,I Disappear,4:26,Rock,2000-05-13,2000-06-17,20,76.0,9,78.0
2800,Jay-Z,Hey Papi,3:40,Rap,2000-08-12,2000-10-07,15,76.0,9,76.0
2801,Fatboy Slim,The Rockafeller Skank,4:00,Electronica,1999-11-13,2000-01-22,12,76.0,9,82.0
2805,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,12,77.0,9,77.0
2806,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,9,77.0,9,100.0
2808,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,13,78.0,9,95.0
2810,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,13,80.0,9,82.0
2811,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,12,80.0,9,82.0
2812,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,11,80.0,9,88.0
2814,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,11,83.0,9,92.0
2815,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,9,83.0,9,98.0
2816,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,10,83.0,9,95.0
2824,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,9,90.0
2826,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,88.0,9,92.0
2828,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,9,89.0,9,98.0
2831,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,90.0,9,99.0
2836,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,92.0,9,95.0
2853,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,10,1.0
2854,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,10,1.0
2855,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,10,4.0
2856,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,10,2.0
2857,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,10,11.0
2858,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,10,5.0
2859,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,10,18.0
2860,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,10,6.0
2861,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,10,2.0
2862,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,10,27.0
2863,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,10,7.0
2864,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,10,2.0
2865,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,10,19.0
2866,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,10,74.0
2867,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,10,10.0
2868,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,10,12.0
2869,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,10,2.0
2870,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,10,43.0
2871,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,10,17.0
2872,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,10,18.0
2873,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,10,4.0
2874,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,10,13.0
2875,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,10,6.0
2876,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,10,18.0
2877,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,10,51.0
2878,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,10,10.0
2879,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,10,17.0
2880,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,10,7.0
2881,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,10,27.0
2882,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,10,24.0
2883,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,10,5.0
2884,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,4.0,10,4.0
2885,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,10,8.0
2886,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,10,8.0
2887,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,10,9.0
2888,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,10,7.0
2889,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,10,7.0
2890,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,10,5.0
2891,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,10,5.0
2892,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,10,9.0
2893,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,10,13.0
2894,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,10,14.0
2895,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,10,15.0
2896,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,10,9.0
2897,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,10,9.0
2898,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,10,15.0
2899,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,10,57.0
2900,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,10,36.0
2901,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,10,24.0
2903,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,10,12.0
2904,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,10,10.0
2905,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,10,12.0
2906,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,10,25.0
2907,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,10,11.0
2908,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,10,50.0
2909,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,10,14.0
2910,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,10,11.0
2911,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,10,26.0
2912,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,10,19.0
2913,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,12.0,10,20.0
2914,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,10,14.0
2915,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,10,18.0
2916,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,10,35.0
2917,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,10,16.0
2918,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,10,29.0
2919,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,10,33.0
2920,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,10,25.0
2921,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,10,25.0
2922,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,17.0,10,57.0
2923,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,10,21.0
2924,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,10,19.0
2925,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,10,19.0
2926,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,10,25.0
2927,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,15,19.0,10,61.0
2928,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,11,19.0,10,75.0
2929,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,10,27.0
2930,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,10,35.0
2931,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,10,24.0
2932,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,10,21.0
2934,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,16,21.0,10,27.0
2935,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,10,25.0
2936,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,13,21.0,10,59.0
2937,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,12,21.0,10,92.0
2938,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,10,22.0
2939,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,10,31.0
2940,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,10,54.0
2941,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,10,26.0
2942,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,10,25.0
2943,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,10,26.0
2944,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,10,34.0
2945,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,10,23.0
2946,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,11,23.0,10,86.0
2947,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,10,29.0
2948,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,10,24.0
2949,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,10,29.0
2950,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,10,26.0
2951,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,10,34.0
2952,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,10,25.0
2953,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,17,25.0,10,35.0
2954,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,10,25.0
2955,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,10,31.0
2956,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,10,60.0
2957,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,10,31.0
2958,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,10,27.0
2959,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,10,27.0
2960,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,10,27.0
2961,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,10,38.0
2962,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,10,30.0
2963,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,14,27.0,10,41.0
2964,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,11,27.0,10,73.0
2965,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,10,32.0
2966,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,10,30.0
2968,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,10,29.0
2969,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,10,37.0
2971,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,10,35.0
2972,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,10,29.0
2973,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,10,34.0
2974,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,15,30.0,10,61.0
2975,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,10,32.0
2976,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,10,34.0
2977,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,10,40.0
2978,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,10,34.0
2979,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,10,46.0
2980,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,10,38.0
2981,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,17,32.0,10,38.0
2982,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,17,32.0,10,32.0
2983,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,10,34.0
2984,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,10,39.0
2985,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,10,34.0
2986,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,17,34.0,10,34.0
2987,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,16,34.0,10,46.0
2988,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,10,36.0
2989,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,10,38.0
2990,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,15,35.0,10,55.0
2991,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,10,35.0
2992,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,12,35.0,10,54.0
2993,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,10,46.0
2994,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,10,40.0
2995,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,10,38.0
2996,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,10,48.0
2997,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,13,38.0,10,85.0
2998,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,10,38.0
2999,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,10,54.0
3000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,12,38.0,10,42.0
3001,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,10,44.0
3002,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,10,39.0
3003,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,10,40.0
3004,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,10,42.0
3005,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,10,40.0
3006,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,10,40.0
3007,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,10,54.0
3008,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,10,45.0
3009,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,10,43.0
3011,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,10,46.0
3012,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,10,43.0
3013,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,10,49.0
3014,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,10,58.0
3015,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,43.0,10,52.0
3016,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,10,44.0
3017,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,10,56.0
3018,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,10,50.0
3019,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,45.0,10,69.0
